[main] Total elements: 8388608, bytes per buffer: 33554432, total required: 128 MB
==63305== NVPROF is profiling process 63305, command: ./bin/profile_harness --num_batches=256 --vocab_size=32768 --kernel=radix_v1 --warmup_runs=0 --runs=1
[run] Launching kernel 'radix_v1' (run 0)
==63305== Profiling application: ./bin/profile_harness --num_batches=256 --vocab_size=32768 --kernel=radix_v1 --warmup_runs=0 --runs=1
==63305== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
302.52ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.53ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.53ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.54ms     352ns                    -               -         -         -         -      128B  346.79MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.54ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.55ms     416ns                    -               -         -         -         -      128B  293.44MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.55ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.56ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.57ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.57ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.58ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.59ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.59ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.60ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.60ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.61ms     352ns                    -               -         -         -         -      128B  346.79MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.61ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.62ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.62ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.63ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.64ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.65ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.65ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.66ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.66ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.67ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.67ms  1.1520us                    -               -         -         -         -      128B  105.96MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.68ms     416ns                    -               -         -         -         -      128B  293.44MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.68ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.69ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.70ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.70ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.71ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.72ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.72ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.73ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.73ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.74ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.74ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.75ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.75ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.76ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.77ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.78ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.78ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.79ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.79ms  1.3440us                    -               -         -         -         -      128B  90.826MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.80ms     416ns                    -               -         -         -         -      128B  293.44MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.80ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.81ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.81ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.82ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.83ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.83ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.84ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.85ms     352ns                    -               -         -         -         -      128B  346.79MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.85ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.86ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.86ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.87ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.87ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.88ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.88ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.89ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.90ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.91ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.91ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.92ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.92ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.93ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.93ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.95ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.95ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.96ms     416ns                    -               -         -         -         -      128B  293.44MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.96ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.97ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.97ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.98ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
302.98ms  1.0550us                    -               -         -         -         -      128B  115.71MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
302.99ms     352ns                    -               -         -         -         -      128B  346.79MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.00ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.00ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.01ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.02ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.02ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.03ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.03ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.04ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.04ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.05ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.05ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.06ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.07ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.07ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.08ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.09ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.09ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.10ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.10ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.11ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.11ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.12ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.12ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.13ms     416ns                    -               -         -         -         -      128B  293.44MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.14ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.14ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.15ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.16ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.16ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.17ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.17ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.18ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.18ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.19ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.19ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.20ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.22ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.23ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.23ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.24ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.24ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.25ms     416ns                    -               -         -         -         -      128B  293.44MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.25ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.26ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.27ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.27ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.28ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.29ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.29ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.30ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.30ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.31ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.31ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.32ms     352ns                    -               -         -         -         -      128B  346.79MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.32ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.33ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.34ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.35ms     416ns                    -               -         -         -         -      128B  293.44MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.35ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.36ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.36ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.37ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.37ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.38ms     416ns                    -               -         -         -         -      128B  293.44MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.38ms  1.1200us                    -               -         -         -         -      128B  108.99MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.39ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.40ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.40ms     416ns                    -               -         -         -         -      128B  293.44MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.41ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.42ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.42ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.43ms     352ns                    -               -         -         -         -      128B  346.79MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.43ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.44ms     416ns                    -               -         -         -         -      128B  293.44MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.44ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.45ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.45ms  1.1520us                    -               -         -         -         -      128B  105.96MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.46ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.47ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.48ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.48ms  1.0870us                    -               -         -         -         -      128B  112.30MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.49ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.49ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.50ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.50ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.51ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.51ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.52ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.53ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.54ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.54ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.55ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.55ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.56ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.56ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.57ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.57ms  1.0880us                    -               -         -         -         -      128B  112.20MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.58ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.59ms  1.3760us                    -               -         -         -         -      128B  88.714MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.59ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.60ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.61ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.61ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.62ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.62ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.63ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.63ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.64ms     352ns                    -               -         -         -         -      128B  346.79MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.64ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.65ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.66ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
303.67ms     384ns                    -               -         -         -         -      128B  317.89MB/s    Pageable      Device     Tesla T4 (0)         1         7  [CUDA memcpy HtoD]
303.67ms  1.0560us                    -               -         -         -         -      128B  115.60MB/s      Device    Pageable     Tesla T4 (0)         1         7  [CUDA memcpy DtoH]
